600909871000|2016|01|BSM606|PEUGEOT|306 XN|1997|10062016|00000634,67|17062016|00000637,84
600909872000|2016|01|EGV986|FORD|ECOSPORT 1.6 L|2004|10062016|00001148,47|17062016|00001154,21
600909873000|2016|01|EHY459|FORD|RANGER XL C/C 4|2004|10062016|00000391,40|17062016|00000393,35
600909874000|2016|01|EDU219|TOYOTA|HILUX 4X4 CD DX|2004|10062016|00000563,00|17062016|00000565,81
600909875000|2016|01|EMY706|SUZUKI|FUN 1.0|2004|10062016|00000723,33|17062016|00000726,94
600909876000|2016|01|EME352|FORD|RANGER XL C/C 4|2004|10062016|00000665,95|17062016|00000669,27
600909877000|2016|01|EHQ565|FIAT|UNO S 1.3|2004|10062016|00000562,37|17062016|00000565,18
600909878000|2016|01|EJS163|FIAT|SIENA EX FIRE 1|2004|10062016|00000837,33|17062016|00000841,51
600909879000|2016|01|BBR603|MITSUBISHI|L200 4WD 2.5 DI|1996|10062016|00000703,48|17062016|00000706,99
600909880000|2016|01|AIR215|FIAT|147 SPAZIO TRD|1995|10062016|00000298,23|17062016|00000299,72
600909881000|2016|01|CIC840|RENAULT|CLIO RL DIESEL|1998|10062016|00000672,67|17062016|00000676,03
600909882000|2016|01|EBK235|VOLKSWAGEN|GOL 1.0|2003|10062016|00000609,33|17062016|00000612,37
600909883000|2016|01|DUA801|SEAT|IBIZA 1.9TDI|2001|10062016|00000833,53|17062016|00000837,69
600909884000|2016|01|CMD724|FORD|ESCORT CLX 1.8|1998|10062016|00000604,27|17062016|00000607,29
600909885000|2016|01|EIL371|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909886000|2016|01|CRY755|FIAT|UNO S (1.4 - 3|1999|10062016|00000478,13|17062016|00000480,52
600909887000|2016|01|CJJ336|RENAULT|19 RE A.A.|1998|10062016|00000609,33|17062016|00000612,37
600909888000|2016|01|SBU540|PEUGEOT|505 SR|1994|10062016|00000456,47|17062016|00000458,75
600909889000|2016|01|EIR912|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909890000|2016|01|CTG961|CHEVROLET|ASTRA TURBO DIE|1999|10062016|00000959,23|17062016|00000964,02
600909891000|2016|01|BYZ927|VOLKSWAGEN|POLO CLASSIC 1.|1998|10062016|00000550,33|17062016|00000553,08
600909892000|2016|01|ECF276|PEUGEOT|206 CREAMFIELDS|2004|10062016|00000972,85|17062016|00000977,71
600909893000|2016|01|BSQ015|VOLKSWAGEN|GOL GL 1.6 MI|1997|10062016|00000538,30|17062016|00000540,99
600909894000|2016|01|EMZ743|CHEVROLET|CORSA CLASSIC 3|2004|10062016|00000799,33|17062016|00000803,32
600909895000|2016|01|ALA143|HONDA|ACCORD EX|1995|10062016|00000771,47|17062016|00000775,32
600909896000|2016|01|EKR020|VOLKSWAGEN|POLO 1.6 MI (30|2004|10062016|00000584,00|17062016|00000586,92
600909897000|2016|01|EPQ797|PEUGEOT|206 XTD|2004|10062016|00001133,58|17062016|00001139,24
600909898000|2016|01|ADX842|PEUGEOT|405 SRI|1995|10062016|00000526,27|17062016|00000528,90
600909899000|2016|01|DGE980|NISSAN|SENTRA GXE|2000|10062016|00000698,00|17062016|00000701,49
600909900000|2016|01|DRO159|RENAULT|MEGANE SCENIC R|2001|10062016|00001115,83|17062016|00001121,40
600909901000|2016|01|CRE446|PEUGEOT|306 XR 16V 5P|1999|10062016|00000698,00|17062016|00000701,49
600909902000|2016|01|ALI329|FORD|ORION GL|1995|10062016|00000596,67|17062016|00000599,65
600909903000|2016|01|EME908|FORD|ECOSPORT 1.6 L|2004|10062016|00001208,00|17062016|00001214,04
600909904000|2016|01|EOF672|FIAT|UNO FIRE 1242 M|2004|10062016|00000596,67|17062016|00000599,65
600909905000|2016|01|EMU239|FIAT|PALIO FIRE 1242|2004|10062016|00000774,00|17062016|00000777,87
600909906000|2016|01|TGZ743|RENAULT|19 RT|1993|10062016|00000562,37|17062016|00000565,18
600909907000|2016|01|BIJ310|NISSAN|SENTRA GXE|1997|10062016|00000526,27|17062016|00000528,90
600909908000|2016|01|SEP677|VOLKSWAGEN|SENDA NAFTA / D|1994|10062016|00000309,63|17062016|00000311,17
600909909000|2016|01|DJA030|FIAT|PALIO SD (3P)|2000|10062016|00000644,80|17062016|00000648,02
600909910000|2016|01|RVO421|FIAT|UNO SCV-5P/ SCR|1994|10062016|00000491,37|17062016|00000493,82
600909911000|2016|01|EPA649|PEUGEOT|PARTNER FURGON|2004|10062016|00000432,25|17062016|00000434,41
600909912000|2016|01|CZE031|FIAT|UNO S 1.3|1999|10062016|00000472,12|17062016|00000474,48
600909913000|2016|01|EIO000|FIAT|SIENA ELX TD|2004|10062016|00000812,00|17062016|00000816,06
600909914000|2016|01|EML878|SUZUKI|FUN 1.4|2004|10062016|00000748,67|17062016|00000752,41
600909915000|2016|01|AZH676|FORD|ORION GL 1.6 L|1996|10062016|00000562,37|17062016|00000565,18
600909916000|2016|01|EHB888|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909917000|2016|01|RWO794|FIAT|TIPO SX TD|1994|10062016|00000411,95|17062016|00000414,00
600909918000|2016|01|ELS777|FIAT|FIORINO 1.3 MPI|2004|10062016|00000361,00|17062016|00000362,80
600909919000|2016|01|AEP339|PEUGEOT|504 XSDTF|1995|10062016|00000269,73|17062016|00000271,07
600909920000|2016|01|DUV992|RENAULT|MEGANE RXE TRI|2001|10062016|00000837,33|17062016|00000841,51
600909921000|2016|01|ERL756|RENAULT|MEGANE TRIC EXP|2004|10062016|00001054,55|17062016|00001059,82
600909922000|2016|01|BZL435|FORD|KA|1998|10062016|00000622,00|17062016|00000625,11
600909923000|2016|01|COR261|CHEVROLET|CORSA GL 1.6 M.|1999|10062016|00000562,37|17062016|00000565,18
600909924000|2016|01|DDK551|VOLKSWAGEN|GOL 1.9 SD (021|2000|10062016|00000710,67|17062016|00000714,22
600909925000|2016|01|RAQ543|FIAT|DUNA SL 1.6|1992|10062016|00000241,23|17062016|00000242,43
600909926000|2016|01|BED661|VOLKSWAGEN|GOLF GL 1.8|1997|10062016|00000251,78|17062016|00000253,03
600909927000|2016|01|EKS599|FIAT|UNO FIRE 1242 M|2004|10062016|00000596,67|17062016|00000599,65
600909928000|2016|01|AUK766|FORD|MONDEO GHIA 16|1996|10062016|00000685,33|17062016|00000688,75
600909929000|2016|01|AEE172|FIAT|UNO SCR|1995|10062016|00000531,08|17062016|00000533,73
600909930000|2016|01|EIX070|TOYOTA|HILUX 4X4 CD SR|2004|10062016|00000636,00|17062016|00000639,18
600909931000|2016|01|ENL763|FIAT|FIORINO 1.3 MPI|2004|10062016|00000361,00|17062016|00000362,80
600909932000|2016|01|BVH265|VOLKSWAGEN|POLO CLASSIC SD|1998|10062016|00000596,67|17062016|00000599,65
600909933000|2016|01|DEK581|VOLKSWAGEN|GOL 011|2000|10062016|00000574,40|17062016|00000577,27
600909934000|2016|01|CZY893|FORD|FIESTA LX|1999|10062016|00000502,20|17062016|00000504,71
600909935000|2016|01|RIV315|FORD|F-100 DSL|1992|10062016|00000256,50|17062016|00000257,78
600909936000|2016|01|EPI331|PEUGEOT|206 XS 1.6|2004|10062016|00001109,02|17062016|00001114,56
600909937000|2016|01|BSS226|CHEVROLET|CORSA GL 1.6 M.|1997|10062016|00000343,83|17062016|00000345,54
600909938000|2016|01|CIA403|FIAT|PALIO EL 5P|1998|10062016|00000616,93|17062016|00000620,01
600909939000|2016|01|EMW779|RENAULT|MEGANE PRIVILEG|2004|10062016|00001178,23|17062016|00001184,12
600909940000|2016|01|ENJ764|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600909941000|2016|01|BSV198|FORD|KA|1998|10062016|00000622,00|17062016|00000625,11
600909942000|2016|01|ERG419|CHEVROLET|MERIVA GL 1.7 D|2004|10062016|00001208,00|17062016|00001214,04
600909943000|2016|01|EJZ132|VOLKSWAGEN|SANTANA 2.0|2004|10062016|00000490,17|17062016|00000492,62
600909944000|2016|01|BNS809|PEUGEOT|306 XND 5P|1997|10062016|00000633,93|17062016|00000637,09
600909945000|2016|01|EOD765|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600909946000|2016|01|EMV632|VOLKSWAGEN|GOLF 1.6|2004|10062016|00001208,00|17062016|00001214,04
600909947000|2016|01|EKL820|RENAULT|CLIO 2 F2 RN DI|2004|10062016|00001178,23|17062016|00001184,12
600909948000|2016|01|CVZ401|FORD|FIESTA LX|1999|10062016|00000502,20|17062016|00000504,71
600909949000|2016|01|DBC034|RENAULT|EXPRESS RL 1.9D|2000|10062016|00000289,75|17062016|00000291,19
600909950000|2016|01|RVQ644|FIAT|DUNA SCV / SCR|1994|10062016|00000425,19|17062016|00000427,31
600909951000|2016|01|EJA218|RENAULT|CLIO2 F2 RL 1.2|2004|10062016|00001081,78|17062016|00001087,18
600909952000|2016|01|EKJ214|PEUGEOT|206 XS 1.6|2004|10062016|00001109,02|17062016|00001114,56
600909953000|2016|01|EMQ536|FORD|FIESTA EDGE TDC|2004|10062016|00000729,67|17062016|00000733,31
600909954000|2016|01|EHO803|FIAT|PALIO FIRE 1242|2004|10062016|00000774,00|17062016|00000777,87
600909955000|2016|01|EJS178|VOLKSWAGEN|GOL 1.9 SD|2004|10062016|00000761,33|17062016|00000765,13
600909956000|2016|01|EFW741|FIAT|PALIO SX 1.3 MP|2003|10062016|00000725,87|17062016|00000729,49
600909957000|2016|01|RAX974|RENAULT|9 RL|1994|10062016|00000478,13|17062016|00000480,52
600909958000|2016|01|AQZ557|PEUGEOT|405 GLD|1995|10062016|00000508,22|17062016|00000510,76
600909959000|2016|01|EIJ188|FORD|CARGO 1730 TC|2004|10062016|00001662,50|17062016|00001670,81
600909960000|2016|01|ESA394|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909961000|2016|01|ERV922|FORD|FIESTA AMBIENTE|2004|10062016|00000729,67|17062016|00000733,31
600909962000|2016|01|DYC132|CHEVROLET|CORSA 4 PUERTAS|2002|10062016|00000647,33|17062016|00000650,56
600909963000|2016|01|DRD259|RENAULT|KANGOO RL 1.6 D|2000|10062016|00000877,53|17062016|00000881,91
600909964000|2016|01|AZH945|CHEVROLET|CORSA GL 1.4 E.|1996|10062016|00000321,03|17062016|00000322,63
600909965000|2016|01|CPH829|RENAULT|R19 RE INJECTIO|1999|10062016|00000596,67|17062016|00000599,65
600909966000|2016|01|BQH030|CHEVROLET|S10 TURBO DIESE|1997|10062016|00000486,88|17062016|00000489,31
600909967000|2016|01|EIK819|SUZUKI|FUN 1.0|2004|10062016|00000723,33|17062016|00000726,94
600909968000|2016|01|AQG906|FORD|ESCORT XR3/2.0I|1996|10062016|00000596,67|17062016|00000599,65
600909969000|2016|01|DYG380|PEUGEOT|PARPAD2PLN2|2002|10062016|00000903,41|17062016|00000907,92
600909970000|2016|01|ERN168|RENAULT|MEGANE SCENIC 1|2004|10062016|00001237,77|17062016|00001243,95
600909971000|2016|01|ERL482|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600909972000|2016|01|EQN440|VOLKSWAGEN|GOL 1.9 SD|2004|10062016|00000761,33|17062016|00000765,13
600909973000|2016|01|EIH950|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909974000|2016|01|ENX341|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909975000|2016|01|DNX839|VOLKSWAGEN|GOL 1.9 SD 5P 0|2000|10062016|00000710,67|17062016|00000714,22
600909976000|2016|01|EML412|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909977000|2016|01|ERC373|RENAULT|CLIO 2 F2 TRIC|2004|10062016|00001178,23|17062016|00001184,12
600909978000|2016|01|SDW070|FIAT|UNO SCV-5P/ SCR|1994|10062016|00000491,37|17062016|00000493,82
600909979000|2016|01|EHH421|PEUGEOT|307 XT 2.0 PREM|2003|10062016|00001297,30|17062016|00001303,78
600909980000|2016|01|EJC723|CHEVROLET|CORSA CLASSIC 3|2004|10062016|00000799,33|17062016|00000803,32
600909981000|2016|01|EPG838|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909982000|2016|01|EFQ364|RENAULT|KANGOO RL 110CV|2004|10062016|00001386,60|17062016|00001393,53
600909983000|2016|01|EPD857|VOLKSWAGEN|FOX 1.6|2004|10062016|00000932,00|17062016|00000936,66
600909984000|2016|01|DHF988|RENAULT|TWINGO|2000|10062016|00000378,03|17062016|00000379,92
600909985000|2016|01|EOP122|PEUGEOT|307 XR 1.6|2004|10062016|00001638,68|17062016|00001646,87
600909986000|2016|01|IXC948|MITSUBISHI|MONTERO SR|1997|10062016|00003527,44|17062016|00003545,07
600909987000|2016|01|DQO979|RENAULT|MEGANE SCENIC R|2001|10062016|00001130,80|17062016|00001136,45
600909988000|2016|01|EIO189|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600909989000|2016|01|BKJ064|PEUGEOT|306 SLD 1.9|1997|10062016|00000399,92|17062016|00000401,91
600909990000|2016|01|EJI278|TOYOTA|HILUX 4X2 CD SR|2004|10062016|00000558,00|17062016|00000560,79
600909991000|2016|01|DZZ535|FIAT|PALIO YOUNG 1.3|2002|10062016|00000699,27|17062016|00000702,76
600909992000|2016|01|AIU827|CHEVROLET|CORSA GL 1.4 E.|1995|10062016|00000298,23|17062016|00000299,72
600909993000|2016|01|EMK251|PEUGEOT|PARTNER URBANA|2004|10062016|00001237,77|17062016|00001243,95
600909994000|2016|01|EJJ955|FORD|CARGO 1730 TC|2004|10062016|00001662,50|17062016|00001670,81
600909995000|2016|01|EIC093|RENAULT|MEGANE RL TRI G|2004|10062016|00000622,00|17062016|00000625,11
600909996000|2016|01|EQT647|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909997000|2016|01|EEE019|VOLKSWAGEN|GOLF 1.6|2003|10062016|00001133,58|17062016|00001139,24
600909998000|2016|01|EOT444|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600909999000|2016|01|EMD721|PEUGEOT|206 XT 1.6|2004|10062016|00001148,47|17062016|00001154,21
600910000000|2016|01|CIU053|CHEVROLET|S10 DLX 2.5 TD|1998|10062016|00000510,63|17062016|00000513,18
600910001000|2016|01|CYA055|FORD|FIESTA LX D|1999|10062016|00000540,71|17062016|00000543,41
600910002000|2016|01|DCQ562|CHEVROLET|CORSA GL 1.7 DI|2000|10062016|00000442,03|17062016|00000444,24
600910003000|2016|01|EQQ044|CHEVROLET|CORSA CLASSIC 4|2004|10062016|00000799,33|17062016|00000803,32
600910004000|2016|01|DOG523|FIAT|PALIO EL 3P|2000|10062016|00000658,73|17062016|00000662,02
600910005000|2016|01|VJI802|VOLKSWAGEN|GOL GL|1993|10062016|00000490,17|17062016|00000492,62
600910006000|2016|01|EMZ368|RENAULT|MEGANE PRIVILEG|2004|10062016|00001193,12|17062016|00001199,08
600910007000|2016|01|BKP369|CHEVROLET|CORSA GLS 1.6 M|1997|10062016|00000366,63|17062016|00000368,46
600910008000|2016|01|ENX761|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910009000|2016|01|ESE186|FORD|ECOSPORT 1.6 L|2004|10062016|00001208,00|17062016|00001214,04
600910010000|2016|01|EQG863|FORD|RANGER XLT C/C|2004|10062016|00000675,93|17062016|00000679,30
600910011000|2016|01|EQQ492|CHEVROLET|CORSA II 5P GL|2004|10062016|00000574,40|17062016|00000577,27
600910012000|2016|01|EOP716|RENAULT|CLIO AUTHENTIQU|2004|10062016|00000932,00|17062016|00000936,66
600910013000|2016|01|CKT044|CHEVROLET|CORSA GL 1.6 MP|1998|10062016|00000343,83|17062016|00000345,54
600910014000|2016|01|EON250|CHEVROLET|CORSA CLASSIC 3|2004|10062016|00000799,33|17062016|00000803,32
600910015000|2016|01|DYB058|PEUGEOT|206XR 5P 110CV|2002|10062016|00001095,40|17062016|00001100,87
600910016000|2016|01|ENS290|VOLKSWAGEN|BORA 1.8T|2004|10062016|00001580,08|17062016|00001587,98
600910017000|2016|01|EML254|CHEVROLET|CORSA CLASSIC 3|2004|10062016|00000799,33|17062016|00000803,32
600910018000|2016|01|BNK210|CHEVROLET|CORSA GL 1.6 M.|1997|10062016|00000343,83|17062016|00000345,54
600910019000|2016|01|BZG463|VOLKSWAGEN|GOLF GL 1.8 MI|1998|10062016|00000660,00|17062016|00000663,30
600910020000|2016|01|TLF450|RENAULT|TRAFIC|1991|10062016|00000417,97|17062016|00000420,05
600910021000|2016|01|CYM961|FIAT|SIENA S|1999|10062016|00000742,33|17062016|00000746,04
600910022000|2016|01|EQS152|VOLKSWAGEN|FOX 1.6|2004|10062016|00000932,00|17062016|00000936,66
600910023000|2016|01|BOV331|FIAT|SIENA EL 4P|1997|10062016|00000603,00|17062016|00000606,01
600910024000|2016|01|EJZ031|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910025000|2016|01|BWV576|FIAT|PALIO 1.6 SPI|1998|10062016|00000604,27|17062016|00000607,29
600910026000|2016|01|SOJ014|FIAT|UNO SCR|1994|10062016|00000517,84|17062016|00000520,42
600910027000|2016|01|BOZ817|FIAT|SIENA HL 4P|1997|10062016|00000696,73|17062016|00000700,21
600910028000|2016|01|RFY926|FORD|ESCORT|1990|10062016|00000292,53|17062016|00000293,99
600910029000|2016|01|EOQ115|VOLKSWAGEN|BORA TDI|2004|10062016|00001356,83|17062016|00001363,61
600910030000|2016|01|RJG057|FIAT|UNO SCV /SCR 3P|1990|10062016|00000126,63|17062016|00000127,26
600910031000|2016|01|CXC320|PEUGEOT|306 XR 16V 5P|1999|10062016|00000698,00|17062016|00000701,49
600910032000|2016|01|EMM459|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600910033000|2016|01|BAX903|RENAULT|19 RN INYECCION|1996|10062016|00000550,33|17062016|00000553,08
600910034000|2016|01|EOH528|CHEVROLET|MERIVA GL 1.7 D|2004|10062016|00001208,00|17062016|00001214,04
600910035000|2016|01|DZC638|FIAT|SIENA ELX TORQU|2001|10062016|00000748,67|17062016|00000752,41
600910036000|2016|01|BOL023|FIAT|FIORINO 1.7 DIE|1997|10062016|00000239,40|17062016|00000240,59
600910037000|2016|01|EKU150|PEUGEOT|PARTNER URBANA|2004|10062016|00001109,02|17062016|00001114,56
600910038000|2016|01|ERY626|CHEVROLET|VECTRA CD 2.2 1|2004|10062016|00001068,17|17062016|00001073,51
600910039000|2016|01|ENQ302|RENAULT|MEGANE UNIQUE B|2004|10062016|00001163,35|17062016|00001169,16
600910040000|2016|01|RYW163|VOLKSWAGEN|SENDA NAFTA / D|1993|10062016|00000430,00|17062016|00000432,15
600910041000|2016|01|CYB379|FIAT|UNO S 1.3|1999|10062016|00000472,12|17062016|00000474,48
600910042000|2016|01|ERH495|FIAT|SIENA FIRE 1242|2004|10062016|00000837,33|17062016|00000841,51
600910043000|2016|01|END077|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910044000|2016|01|ERQ804|CHEVROLET|MERIVA GL 1.8|2004|10062016|00001148,47|17062016|00001154,21
600910045000|2016|01|AUV880|VOLKSWAGEN|GOL GL|1996|10062016|00000526,27|17062016|00000528,90
600910046000|2016|01|ELL685|FIAT|SIENA ELX TD|2004|10062016|00000812,00|17062016|00000816,06
600910047000|2016|01|ERU271|CITROEN|BERLINGO DIESEL|2004|10062016|00001423,81|17062016|00001430,92
600910048000|2016|01|EQP998|CHEVROLET|CORSA CLASSIC 4|2004|10062016|00000799,33|17062016|00000803,32
600910049000|2016|01|ADS326|VOLKSWAGEN|POINTER GTI|1995|10062016|00000343,83|17062016|00000345,54
600910050000|2016|01|DXO462|RENAULT|CLIO RT DIE|2001|10062016|00000937,45|17062016|00000942,13
600910051000|2016|01|ERF617|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910052000|2016|01|ESJ658|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910053000|2016|01|COL860|RENAULT|TRAFIC LARGO DI|1999|10062016|00000420,85|17062016|00000422,95
600910054000|2016|01|EKX947|FORD|FIESTA ENERGY|2004|10062016|00000666,33|17062016|00000669,66
600910055000|2016|01|DMX927|RENAULT|KANGOO RL DIE D|2000|10062016|00000972,85|17062016|00000977,71
600910056000|2016|01|RCL251|FIAT|DUNA SC /S /SCL|1993|10062016|00000370,05|17062016|00000371,90
600910057000|2016|01|OHW313|NISSAN|SENTRA GXE|2000|10062016|00000698,00|17062016|00000701,49
600910058000|2016|01|EOQ147|FORD|ECOSPORT 1.6 L|2004|10062016|00001208,00|17062016|00001214,04
600910059000|2016|01|DHF961|FIAT|PALIO EL|2000|10062016|00000658,73|17062016|00000662,02
600910060000|2016|01|RSF987|VOLKSWAGEN|GOL GL|1994|10062016|00000502,20|17062016|00000504,71
600910061000|2016|01|ENG514|CHEVROLET|CORSA CLASSIC 3|2004|10062016|00000799,33|17062016|00000803,32
600910062000|2016|01|ESQ794|FORD|RANGER DC 4X2 X|2004|10062016|00000615,13|17062016|00000618,20
600910063000|2016|01|EKG078|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910064000|2016|01|TGZ966|TOYOTA|CORONA 2000ST 1|1992|10062016|00000360,93|17062016|00000362,73
600910065000|2016|01|EGE032|CHEVROLET|CORSA II 4P GL|2004|10062016|00000596,67|17062016|00000599,65
600910066000|2016|01|ERF626|FIAT|PALIO FIRE 1242|2004|10062016|00000774,00|17062016|00000777,87
600910067000|2016|01|ELM661|FORD|CARGO 1722 CHAS|2004|10062016|00001828,75|17062016|00001837,89
600910068000|2016|01|ENA088|ACOPLADOS|2 EJES|2004|10062016|00000641,25|17062016|00000644,45
600910069000|2016|01|ELI603|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600910070000|2016|01|ERQ570|CHEVROLET|ZAFIRA GL|2004|10062016|00001535,43|17062016|00001543,10
600910071000|2016|01|DLH735|PEUGEOT|206 XR 1.6|2000|10062016|00001000,08|17062016|00001005,08
600910072000|2016|01|BQI362|ALFA ROMEO|146 TD 2.0|1997|10062016|00000723,33|17062016|00000726,94
600910073000|2016|01|COG171|RENAULT|TRAFIC CORTO DI|1999|10062016|00000420,85|17062016|00000422,95
600910074000|2016|01|EIX325|VOLKSWAGEN|GOL 1.9 SD|2004|10062016|00000761,33|17062016|00000765,13
600910075000|2016|01|CJF790|FORD|FIESTA LX|1998|10062016|00000488,96|17062016|00000491,40
600910076000|2016|01|EQG306|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910077000|2016|01|ELA955|VOLKSWAGEN|GOL 1.6|2004|10062016|00000748,67|17062016|00000752,41
600910078000|2016|01|DGA941|VOLKSWAGEN|GOL 1.9 SD|2000|10062016|00000710,67|17062016|00000714,22
600910079000|2016|01|EMJ858|VOLKSWAGEN|GOL COUNTRY 1.6|2004|10062016|00000550,33|17062016|00000553,08
600910080000|2016|01|EPH289|FIAT|PALIO FIRE 1242|2004|10062016|00000774,00|17062016|00000777,87
600910081000|2016|01|EKH046|FIAT|PALIO FIRE 1242|2004|10062016|00000774,00|17062016|00000777,87
600910082000|2016|01|UFH874|PEUGEOT|504 SRTF/FA/XS|1990|10062016|00000095,00|17062016|00000095,47
600910083000|2016|01|CQP983|MERCEDES BENZ|SPRINTER 310 D|1999|10062016|00000721,05|17062016|00000724,65
600910084000|2016|01|CJX508|FIAT|SIENA ELD 4P|1998|10062016|00000643,53|17062016|00000646,74
600910085000|2016|01|EZY672|FIAT|STILO 1.8 16V M|2004|10062016|00000972,85|17062016|00000977,71
600910086000|2016|01|EKI691|PEUGEOT|206 XRD PREMIUM|2004|10062016|00001068,17|17062016|00001073,51
600910087000|2016|01|EJB006|FORD|ECOSPORT 1.6 L|2004|10062016|00001148,47|17062016|00001154,21
